pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_b16a_bendesc_yn	pbp_b16a_bendesc_ehc	pbp_b16a_bendesc_amo_oe	pbp_b16a_bendesc_lim_oe	pbp_b16a_bendesc_numv_oe	pbp_b16a_bendesc_per_oe	pbp_b16a_bendesc_amo_pc	pbp_b16a_bendesc_lim_pc	pbp_b16a_bendesc_numv_pc	pbp_b16a_bendesc_per_pc	pbp_b16a_bendesc_amo_ft	pbp_b16a_bendesc_lim_ft	pbp_b16a_bendesc_numv_ft	pbp_b16a_bendesc_per_ft	pbp_b16a_bendesc_amo_dx	pbp_b16a_bendesc_lim_dx	pbp_b16a_bendesc_numv_dx	pbp_b16a_bendesc_per_dx	pbp_b16a_maxplan_yn	pbp_b16a_maxplan_in_oon	pbp_b16a_maxplan_amt	pbp_b16a_maxplan_per	pbp_b16a_maxenr_yn	pbp_b16a_maxenr_amt	pbp_b16a_maxenr_per	pbp_b16a_coins_yn	pbp_b16a_coins_ehc	pbp_b16a_coins_cserv_sc_pov_yn	pbp_b16a_coins_cserv_sc_pov	pbp_b16a_coins_pct_minov	pbp_b16a_coins_pct_maxov	pbp_b16a_coins_pct_oe	pbp_b16a_coins_pct_maxoe	pbp_b16a_coins_pct_pc	pbp_b16a_coins_pct_maxpc	pbp_b16a_coins_pct_ft	pbp_b16a_coins_pct_maxft	pbp_b16a_coins_pct_dx	pbp_b16a_coins_pct_maxdx	pbp_b16a_ded_yn	pbp_b16a_ded_amt	pbp_b16a_copay_yn	pbp_b16a_copay_ehc	pbp_b16a_copay_cserv_sc_pov_yn	pbp_b16a_copay_cserv_sc_pov	pbp_b16a_copay_amt_ovmin	pbp_b16a_copay_amt_ovmax	pbp_b16a_copay_amt_oemin	pbp_b16a_copay_amt_oemax	pbp_b16a_copay_amt_pcmin	pbp_b16a_copay_amt_pcmax	pbp_b16a_copay_amt_ftmin	pbp_b16a_copay_amt_ftmax	pbp_b16a_copay_amt_dxmin	pbp_b16a_copay_amt_dxmax	pbp_b16a_auth_yn	pbp_b16a_refer_yn	pbp_b16b_bendesc_yn	pbp_b16b_bendesc_ehc	pbp_b16b_bendesc_amo_es	pbp_b16b_bendesc_lim_es	pbp_b16b_bendesc_numv_es	pbp_b16b_bendesc_per_es	pbp_b16b_bendesc_amo_ds	pbp_b16b_bendesc_lim_ds	pbp_b16b_bendesc_numv_ds	pbp_b16b_bendesc_per_ds	pbp_b16b_bendesc_amo_rs	pbp_b16b_bendesc_lim_rs	pbp_b16b_bendesc_numv_rs	pbp_b16b_bendesc_per_rs	pbp_b16b_bendesc_amo_end	pbp_b16b_bendesc_lim_end	pbp_b16b_bendesc_num_end	pbp_b16b_bendesc_per_end	pbp_b16b_bendesc_amo_peri	pbp_b16b_bendesc_lim_peri	pbp_b16b_bendesc_num_peri	pbp_b16b_bendesc_per_peri	pbp_b16b_bendesc_amo_ext	pbp_b16b_bendesc_lim_ext	pbp_b16b_bendesc_num_ext	pbp_b16b_bendesc_per_ext	pbp_b16b_bendesc_amo_poo	pbp_b16b_bendesc_lim_poo	pbp_b16b_bendesc_numv_poo	pbp_b16b_bendesc_per_poo	pbp_b16b_maxplan_yn	pbp_b16b_maxplan_in_oon	pbp_b16b_maxbene_type	pbp_b16b_maxplan_amt	pbp_b16b_maxplan_per	pbp_b16b_maxenr_yn	pbp_b16b_maxenr_type	pbp_b16b_maxenr_amt	pbp_b16b_maxenr_per	pbp_b16b_coins_yn	pbp_b16b_coins_ehc	pbp_b16b_coins_pct_mc_min	pbp_b16b_coins_pct_mc_max	pbp_b16b_coins_pct_es_min	pbp_b16b_coins_pct_es_max	pbp_b16b_coins_pct_ds_min	pbp_b16b_coins_pct_ds_max	pbp_b16b_coins_pct_rs_min	pbp_b16b_coins_pct_rs_max	pbp_b16b_coins_pct_end_min	pbp_b16b_coins_pct_end_max	pbp_b16b_coins_pct_peri_min	pbp_b16b_coins_pct_peri_max	pbp_b16b_coins_pct_ext_min	pbp_b16b_coins_pct_ext_max	pbp_b16b_coins_pct_poo_min	pbp_b16b_coins_pct_poo_max	pbp_b16b_ded_yn	pbp_b16b_ded_amt	pbp_b16b_copay_yn	pbp_b16b_copay_ehc	pbp_b16b_copay_amt_mc_min	pbp_b16b_copay_amt_mc_max	pbp_b16b_copay_amt_es_min	pbp_b16b_copay_amt_es_max	pbp_b16b_copay_amt_ds_min	pbp_b16b_copay_amt_ds_max	pbp_b16b_copay_amt_rs_min	pbp_b16b_copay_amt_rs_max	pbp_b16b_copay_amt_end_min	pbp_b16b_copay_amt_end_max	pbp_b16b_copay_amt_peri_min	pbp_b16b_copay_amt_peri_max	pbp_b16b_copay_amt_ext_min	pbp_b16b_copay_amt_ext_max	pbp_b16b_copay_amt_poo_min	pbp_b16b_copay_amt_poo_max	pbp_b16b_auth_yn	pbp_b16b_refer_yn
H0022	001	0	1	48	05	H0022_001_0	5	1	1111	2	2	1	6	2	2	1	3	2	2	1	4	2	2	1	3	2				2			2														2		2														2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			2					2				2																		2		2																		2	2
H0028	004	0	1	01	01	H0028_004_0	3	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	45.00	45.00															1	1
H0028	007	0	1	01	01	H0028_007_0	6	1	1110	2	2	3	6	2	2	2	3					2	2	3	6	1		1000.00	3	2			2														2		1	1110	2				0.00	0.00	0.00	0.00			0.00	0.00	2	2	1	1001001									2	2	3	3									2	1			2	2	4	6	1		1			2				1	01000000	20	20															2		1	10001001							0.00	0.00					0.00	0.00	0.00	0.00	1	2
H0028	011	0	1	01	01	H0028_011_0	4	1	1110	2	2	3	6	2	2	2	3					2	2	3	6	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001001									2	2	2	3									2	2	2	3					1		1			2				1	00001001							50	50					50	50			2		1	01000000	45.00	45.00															1	2
H0028	012	0	1	01	01	H0028_012_0	4	2																																																									2																																			2				2																		2		1	01000000	50.00	50.00															1	2
H0028	013	0	1	01	01	H0028_013_0	2	1	1111	3	2	3	6	3	2	2	3	3	2	2	3	3	2	3	3	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	1101111	3	2	2	3					3	2	5	6	3	2	1	3	3	2	5	3	3	1			3	2	6	6	1		1			2				1	10101111			50	50			50	70	70	70	70	70	50	50	70	70	2		1	01000000	50.00	50.00															1	2
H0028	014	0	1	01	01	H0028_014_0	3	1	1110	2	2	3	6	2	2	2	3					2	2	3	6	1		2000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	1001001									2	2	3	3									2	1			2	2	4	6	1		1			2				1	10001001							50	70					50	50	70	70	2		1	01000000	35.00	35.00															1	2
H0028	015	0	1	01	01	H0028_015_0	7	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2500.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				1	01000000	20	20															2		1	10101111			0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	2
H0028	016	0	1	01	01	H0028_016_0	3	1	1111	3	2	3	6	3	2	2	3	3	2	2	3	3	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0101011	3	2	2	3					3	2	5	6					3	2	5	6	3	2	2	3					1		1			2				1	00101011			50	50			50	70			70	70	50	50			2		1	01000000	45.00	45.00															1	2
H0028	017	0	1	01	01	H0028_017_0	3	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	45.00	45.00															1	2
H0028	018	0	1	01	01	H0028_018_0	2	1	1110	2	2	3	6	2	2	2	3					2	2	3	6	2				2			2														2		1	1110	2				0.00	0.00	0.00	0.00			0.00	0.00	2	2	1	0001001									2	2	2	3									2	2	2	3					2					2				1	01000000	20	20															2		1	00001001							0.00	0.00					0.00	0.00			1	2
H0028	019	0	1	01	01	H0028_019_0	2	1	1111	3	2	3	6	3	2	2	3	3	2	2	3	3	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0101011	3	2	2	3					3	2	5	6					3	2	5	6	3	2	2	3					1		1			2				1	00101011			50	50			50	70			70	70	50	50			2		1	01000000	45.00	45.00															1	2
H0028	020	0	1	01	01	H0028_020_0	2	1	1111	3	2	3	6	3	2	2	3	3	2	2	3	3	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0101011	3	2	2	3					3	2	5	6					3	2	5	6	3	2	2	3					1		1			2				1	00101011			50	50			50	70			70	70	50	50			2		1	01000000	45.00	45.00															1	2
H0028	021	0	1	01	01	H0028_021_0	2	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	2				2			2														2		1	1110	2				0.00	0.00	0.00	0.00			0.00	0.00	2	2	2																																			2				2																		2		1	01000000	30.00	30.00															1	2
H0028	022	0	1	01	01	H0028_022_0	2	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	2				2			2														2		1	1110	2				0.00	0.00	0.00	0.00			0.00	0.00	2	2	2																																			2				2																		2		1	01000000	45.00	45.00															1	2
H0028	023	0	1	01	01	H0028_023_0	2	1	1111	3	2	3	6	3	2	2	3	3	2	2	3	3	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0101011	3	2	2	3					3	2	5	6					3	2	5	6	3	2	2	3					1		1			2				1	00101011			50	50			50	70			70	70	50	50			2		1	01000000	45.00	45.00															1	2
H0028	024	0	1	01	01	H0028_024_0	2	1	1110	2	2	3	6	2	2	2	3					2	2	3	6	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001001									2	2	2	3									2	2	2	3					1		1			2				1	00001001							50	50					50	50			2		1	01000000	45.00	45.00															1	2
H0028	025	1	1	01	01	H0028_025_1	2	1	1111	3	2	3	6	3	2	2	3	3	2	2	3	3	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0101011	3	2	2	3					3	2	5	6					3	2	5	6	3	2	2	3					1		1			2				1	00101011			50	50			50	70			70	70	50	50			2		1	01000000	40.00	40.00															1	2
H0028	025	2	1	01	01	H0028_025_2	2	1	1111	3	2	3	6	3	2	2	3	3	2	2	3	3	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0101011	3	2	2	3					3	2	5	6					3	2	5	6	3	2	2	3					1		1			2				1	00101011			50	50			50	70			70	70	50	50			2		1	01000000	40.00	40.00															1	2
H0028	026	1	1	01	01	H0028_026_1	2	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0001011									2	2	2	3					2	2	5	6	2	2	2	3					1		1			2				1	00001011							50	50			70	70	50	50			2		1	01000000	50.00	50.00															1	2
H0028	026	2	1	01	01	H0028_026_2	2	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0001011									2	2	2	3					2	2	5	6	2	2	2	3					1		1			2				1	00001011							50	50			70	70	50	50			2		1	01000000	45.00	45.00															1	2
H0028	027	0	1	01	01	H0028_027_0	2	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	2				2			2														2		1	1110	2				0.00	0.00	0.00	0.00			0.00	0.00	2	2	2																																			2				2																		2		1	01000000	30.00	30.00															1	2
H0028	028	0	1	01	01	H0028_028_0	2	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	2				2			2														2		1	1110	2				0.00	0.00	0.00	0.00			0.00	0.00	2	2	2																																			2				2																		2		1	01000000	40.00	40.00															1	2
H0028	029	0	1	01	01	H0028_029_0	3	1	1110	2	2	3	6	2	2	2	3					2	2	3	6	1		2000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	1001001									2	2	3	3									2	1			2	2	4	6	1		1			2				1	10001001							50	70					50	50	70	70	2		1	01000000	25.00	25.00															1	1
H0028	030	0	1	01	01	H0028_030_0	3	1	1110	2	2	3	6	2	2	2	3					2	2	3	6	1		2000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	1001001									2	2	3	3									2	1			2	2	4	6	1		1			2				1	10001001							50	70					50	50	70	70	2		1	01000000	20.00	20.00															1	1
H0028	031	0	1	01	01	H0028_031_0	3	2																																																									2																																			2				2																		2		1	01000000	0.00	0.00															1	1
H0028	032	0	1	01	01	H0028_032_0	3	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				2																		2		1	11101111	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	1
H0028	033	0	1	01	01	H0028_033_0	3	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				2																		2		1	11101111	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	1
H0028	034	0	1	01	01	H0028_034_0	6	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				2																		2		1	11101111	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	1
H0028	035	0	1	01	01	H0028_035_0	3	1	1110	2	2	3	6	2	2	2	3					2	2	3	6	1		2000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	1001001									2	2	3	3									2	1			2	2	4	6	1		1			2				1	10001001							50	70					50	50	70	70	2		1	01000000	20.00	20.00															1	1
H0028	036	0	1	01	01	H0028_036_0	6	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				2																		2		1	11101111	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	1
H0028	037	0	1	01	01	H0028_037_0	3	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0001011									2	2	2	3					2	2	5	6	2	2	2	3					1		1			2				1	00001011							50	50			70	70	50	50			2		1	01000000	30.00	30.00															1	1
H0028	039	0	1	01	01	H0028_039_0	3	1	1110	2	2	2	6	2	2	1	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	1	3																	1		1			2				1	00001000							50	50									2		1	01000000	25.00	25.00															1	1
H0028	040	0	1	01	01	H0028_040_0	3	1	1110	2	2	2	6	2	2	1	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	1	3																	1		1			2				1	00001000							50	50									2		1	01000000	40.00	40.00															1	1
H0028	041	0	1	01	01	H0028_041_0	3	1	1111	3	2	3	6	3	2	2	3	3	2	2	3	3	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0101011	3	2	2	3					3	2	5	6					3	2	5	6	3	2	2	3					1		1			2				1	00101011			50	50			50	70			70	70	50	50			2		1	01000000	45.00	45.00															1	1
H0028	042	0	1	01	01	H0028_042_0	3	1	1110	2	2	3	6	2	2	2	3					2	2	3	6	1		2000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	1001001									2	2	3	3									2	2	2	3	2	2	4	6	1		1			2				1	10001001							50	70					50	50	70	70	2		1	01000000	20.00	20.00															1	1
H0028	043	1	1	01	01	H0028_043_1	3	1	1110	2	2	3	6	2	2	2	3					2	2	3	6	1		2000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	1001001									2	2	3	3									2	1			2	2	4	6	1		1			2				1	10001001							50	70					50	50	70	70	2		1	01000000	20.00	20.00															1	1
H0028	043	2	1	01	01	H0028_043_2	3	1	1111	3	2	3	6	3	2	2	3	3	2	2	3	3	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0101011	3	2	2	3					3	2	5	6					3	2	5	6	3	2	2	3					1		1			2				1	00101011			50	50			50	70			70	70	50	50			2		1	01000000	25.00	25.00															1	1
H0028	044	0	1	01	01	H0028_044_0	3	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				2																		2		1	11101111	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	1
H0028	045	0	1	01	01	H0028_045_0	3	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				2																		2		1	11101111	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	1
H0028	046	0	1	01	01	H0028_046_0	3	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	1101011	2	2	2	3					2	2	5	6					2	2	5	6	2	2	2	3	2	2	2	3	1		1			2				1	10101011			50	50			50	70			70	70	50	50	70	70	2		1	01000000	30.00	30.00															1	1
H0028	801	0	1	01	01	H0028_801_0	2	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H0028	802	0	1	01	01	H0028_802_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H0028	804	0	1	01	01	H0028_804_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H0028	805	0	1	01	01	H0028_805_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H0029	801	0	1	01	01	H0029_801_0	2	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H0029	802	0	1	01	01	H0029_802_0	2	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H0029	803	0	1	01	01	H0029_803_0	2	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H0034	001	0	1	01	01	H0034_001_0	7	2																																																									2																																			2				1	01000000	20	20															2		2																		1	2
H0062	001	0	1	01	01	H0062_001_0	5	1	1110	2	2	2	3	2	2	2	3					2	2	1	3	2				2			2														2		2														2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			1		2	1000.00	3	2				1	10101111			20	20			20	20	30	30	30	30	30	30	30	30	1	50.00	1	01000000	35.00	35.00															2	2
H0062	002	0	1	01	01	H0062_002_0	4	1	1110	2	2	2	3	2	2	2	3					2	2	1	3	2				2			2														2		2														2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			1		2	1000.00	3	2				1	10101111			20	20			20	20	30	30	30	30	30	30	30	30	1	50.00	1	01000000	35.00	35.00															2	2
H0062	003	0	1	01	01	H0062_003_0	4	1	1110	2	2	2	3	2	2	2	3					2	2	1	3	2				2			2														2		2														2	2	1	1011111					2	1			2	1			2	1			2	1			2	1			2	1			1		2	1000.00	3	2				2																		2		1	01000000	30.00	30.00															2	2
H0062	009	0	1	01	01	H0062_009_0	3	1	1111	2	2	2	3	2	2	2	3	2	2	1	3	2	2	1	3	2				2			2														2		2														2	2	2																																			2				2																		2		1	01000000	40.00	40.00															2	2
H0062	801	0	1	01	01	H0062_801_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H0062	802	0	1	01	01	H0062_802_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H0062	803	0	1	01	01	H0062_803_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H0088	001	0	1	04	01	H0088_001_0	9	1	1111	2	2	1	4	2	2	1	4	2	2	1	3	2	2	1	6	1	2	500.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	1	1	1001011									2	2	1	1					2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	10000011											20	20	20	20	20	20	2		1	01001000	35.00	35.00					0.00	0.00									1	1
H0104	012	0	1	04	01	H0104_012_0	6	1	1111	2	1			2	1			2	1			2	1			1	2	250.00	3	2			2														2		2														2	2	2																																			2				2																		2		1	01000000	40.00	40.00															2	2
H0104	014	0	1	04	01	H0104_014_0	6	1	1111	2	1			2	1			2	1			2	1			1	2	250.00	3	2			2														2		2														2	2	2																																			2				2																		2		1	01000000	40.00	40.00															2	2
H0104	015	0	1	04	01	H0104_015_0	4	1	1111	2	1			2	1			2	1			2	1			1	2	250.00	3	2			2														2		2														2	2	2																																			2				2																		2		1	01000000	30.00	30.00															2	2
H0104	801	0	1	04	01	H0104_801_0	2	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H0104	802	0	1	04	01	H0104_802_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H0104	804	0	1	04	01	H0104_804_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H0104	805	0	1	04	01	H0104_805_0	2	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H0104	806	0	1	04	01	H0104_806_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H0104	807	0	1	04	01	H0104_807_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H0104	808	0	1	04	01	H0104_808_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H0104	809	0	1	04	01	H0104_809_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H0105	001	0	1	20	08	H0105_001_0	1																																																																																																																																								
H0105	002	0	1	20	08	H0105_002_0	1																																																																																																																																								
H0107	003	0	1	04	01	H0107_003_0	5	1	1110	3	2	2	3	3	2	2	3					3	2	1	3	2				2			2														2		2														2	2	1	1101111	3	1							3	1			3	1			3	1			3	1			3	1			1	2	2	1000.00	3	2				1	10101111			50	50			50	50	70	70	70	70	70	70	70	70	2		1	01000000	45.00	45.00															1	2
H0107	004	0	1	04	01	H0107_004_0	4	1	1110	2	2	2	3	2	2	2	3					2	2	1	3	2				2			2														2		2														2	2	1	0101001	2	1							2	1											2	1							1	2	2	500.00	3	2				2																		2		1	01000000	45.00	45.00															1	2
H0107	801	0	1	04	01	H0107_801_0	2	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H0107	802	0	1	04	01	H0107_802_0	2	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H0107	803	0	1	04	01	H0107_803_0	2	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H0111	001	0	1	04	01	H0111_001_0	6	1	1111	2	2	1	4	2	2	1	4	2	2	1	3	2	2	1	6	1	2	750.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	1	1	1011111					2	2	1	3	2	2	1	1	2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	10001111							20	20	50	50	50	50	20	20	50	50	2		1	01010000	40.00	40.00			0.00	0.00											1	1
H0111	002	0	1	04	01	H0111_002_0	6	1	1111	2	2	1	4	2	2	1	4	2	2	1	3	2	2	1	6	1	2	1000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	1	1	1011111					2	2	1	3	2	2	1	1	2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	10001111							20	50	50	50	50	50	20	20	50	50	2		1	01010000	40.00	40.00			0.00	0.00											1	1
H0111	003	0	1	04	01	H0111_003_0	6	1	1111	2	2	1	4	2	2	1	4	2	2	1	3	2	2	1	6	1	2	1000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	1	1	1011111					2	2	1	3	2	2	1	1	2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	10001111							20	50	50	50	50	50	20	20	50	50	2		1	01010000	25.00	25.00			0.00	0.00											1	1
H0112	001	0	1	20	08	H0112_001_0	2																																																																																																																																								
H0112	002	0	1	20	08	H0112_002_0	2																																																																																																																																								
H0137	001	0	1	48	05	H0137_001_0	3	1	1111	2	2	2	3	2	2	2	3	2	2	2	3	2	2	2	6	2				2			2														2		2														2	2	1	1111111	2	2	1	6	2	1			2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	2					2				2																		2		2																		1	2
H0148	001	0	1	48	05	H0148_001_0	4	2																																																									2																																			2				2																		2		2																		1	1
H0148	002	0	1	48	05	H0148_002_0	4	2																																																									2																																			2				2																		2		2																		1	1
H0154	008	0	1	01	01	H0154_008_0	4	1	1111	2	1			2	1			2	1			2	1			1		600.00	3	2			2														2		2														2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			1		1			2				2																		2		2																		1	2
H0154	011	0	1	01	01	H0154_011_0	4	1	1111	2	1			2	1			2	1			2	1			1		800.00	3	2			2														2		2														2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			1		1			2				2																		2		2																		1	2
H0154	012	0	1	01	01	H0154_012_0	5	1	1111	2	1			2	1			2	1			2	1			1		1000.00	3	2			2														2		2														2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			1		1			2				2																		2		2																		1	2
H0154	014	0	1	01	01	H0154_014_0	4	1	1111	2	1			2	1			2	1			2	1			1		600.00	3	2			2														2		2														2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			1		1			2				2																		2		2																		1	2
H0154	015	1	1	01	01	H0154_015_1	4	1	1111	2	1			2	1			2	1			2	1			1		500.00	3	2			2														2		2														2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			1		1			2				2																		2		2																		1	2
H0154	015	2	1	01	01	H0154_015_2	4	1	1111	2	1			2	1			2	1			2	1			1		500.00	3	2			2														2		2														2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			1		1			2				2																		2		2																		1	2
